TransactionID,PaymentMethod,PaymentChannel,UPIApp,PayerPhoneNumber,PayerPhoneVerified,PayerUPIID,PayeeUPIID,IsQRTransaction,QRType,PaymentReference,ContactPresent,PaymentFraudScore
TXN12886,Phone Number,Mobile-Peer,PhonePe,7858243055,True,user2886@hdfc,user2886@axis,0,Dynamic,REFGSY5U877,True,0.069
TXN12887,Phone Number,Mobile-Peer,Google Pay,7818638254,True,user2887@paytm,user2887@sbi,0,Static,REFEP9KSKZX,True,0.007
TXN12888,Phone Number,Mobile-Peer,PhonePe,9659751075,True,user2888@okaxis,user2888@hdfc,0,Static,REFM98GJMPY,True,0.023
TXN12889,UPI ID,VPA-Intent,Google Pay,8269226842,True,user2889@upi,user2889@okaxis,0,Static,REFULTXCV7E,True,0.016
TXN12890,QR Code,POS/QR,PhonePe,9922136057,True,user2890@sbi,user2890@icici,1,Static,REF8SPOC40P,True,0.054
TXN12891,QR Code,POS/QR,Paytm,7979270237,True,user2891@upi,user2891@hdfc,1,Static,REFI51A2JX7,True,0.089
TXN12892,QR Code,POS/QR,Google Pay,7295343220,True,user2892@icici,user2892@paytm,1,Static,REFLMV005QQ,True,0.082
TXN12893,Phone Number,Mobile-Peer,Paytm,8763944572,True,user2893@hdfc,user2893@sbi,0,Dynamic,REFMO6640EP,True,0.072
TXN12894,UPI ID,VPA-Intent,BHIM,7261867967,True,user2894@sbi,user2894@icici,0,Dynamic,REFF0OUXZ8J,True,0.013
TXN12895,Phone Number,Mobile-Peer,BHIM,7272599849,False,user2895@sbi,user2895@okaxis,0,Static,REFT09SKBPQ,True,0.027
TXN12896,Phone Number,Mobile-Peer,Google Pay,7601775562,True,user2896@hdfc,user2896@icici,0,Static,REF4KUUB0E6,True,0.022
TXN12897,QR Code,POS/QR,Paytm,9171467418,False,user2897@upi,user2897@paytm,1,Static,REF38GB5W1U,True,0.055
TXN12898,UPI ID,VPA-Intent,PhonePe,7050583891,False,user2898@paytm,user2898@sbi,0,Dynamic,REF19UVTT8U,True,0.04
TXN12899,UPI ID,VPA-Intent,PhonePe,8621894179,True,user2899@icici,user2899@okaxis,0,Dynamic,REFIFCQ9YNF,True,0.025
TXN12900,Phone Number,Mobile-Peer,Google Pay,8758118636,False,user2900@upi,user2900@sbi,0,Static,REF5PS07WRM,True,0.025
TXN12901,UPI ID,VPA-Intent,BHIM,7076699361,True,user2901@sbi,user2901@sbi,0,Static,REFKIQ2OB9Z,True,0.038
TXN12902,Phone Number,Mobile-Peer,Paytm,8327145839,True,user2902@hdfc,user2902@paytm,0,Static,REF6UYK888D,True,0.04
TXN12903,Phone Number,Mobile-Peer,PhonePe,9873251454,True,user2903@icici,user2903@okaxis,0,Static,REF67BULNTI,True,0.066
TXN12904,UPI ID,VPA-Intent,Google Pay,8060764903,True,user2904@axis,user2904@sbi,0,Static,REFFTNFKQUR,True,0.003
TXN12905,UPI ID,VPA-Intent,PhonePe,7791894499,True,user2905@upi,user2905@icici,0,Static,REF84Y761IK,True,0.044
TXN12906,QR Code,POS/QR,Google Pay,8070454821,True,user2906@okaxis,user2906@paytm,1,Static,REF5OI0NX3O,True,0.069
TXN12907,QR Code,POS/QR,PhonePe,9549759935,True,user2907@paytm,user2907@icici,1,Static,REF3KQG5CIV,True,0.087
TXN12908,UPI ID,VPA-Intent,PhonePe,9849612555,True,user2908@icici,user2908@upi,0,Static,REF1QOMIMSH,True,0.051
TXN12909,QR Code,POS/QR,PhonePe,7922146328,True,user2909@upi,user2909@sbi,1,Dynamic,REFLCXSQZWM,True,0.015
TXN12910,UPI ID,VPA-Intent,Paytm,8811625983,True,user2910@paytm,user2910@icici,0,Static,REF3U5JVRC6,True,0.038
TXN12911,QR Code,POS/QR,Google Pay,7913508323,False,user2911@okaxis,user2911@sbi,1,Static,REFPK6IJ1K2,True,0.06
TXN12912,UPI ID,VPA-Intent,PhonePe,9359166107,True,user2912@icici,user2912@okaxis,0,Dynamic,REF31EBEPNT,True,0.042
TXN12913,UPI ID,VPA-Intent,Google Pay,8644399206,True,user2913@okaxis,user2913@axis,0,Static,REF0MOG5MJ9,True,0.059
TXN12914,Phone Number,Mobile-Peer,Paytm,9104865782,False,user2914@axis,user2914@icici,0,Static,REF7E5ZN2YE,True,0.009
TXN12915,UPI ID,VPA-Intent,BHIM,7578775507,True,user2915@paytm,user2915@paytm,0,Static,REFXQ6NEHO1,True,0.038
TXN12916,QR Code,POS/QR,Paytm,9810255084,True,user2916@hdfc,user2916@okaxis,1,Static,REFXO3ZRH2A,True,0.06
TXN12917,Phone Number,Mobile-Peer,PhonePe,9234497275,True,user2917@icici,user2917@upi,0,Static,REFWZCRJUN8,True,0.001
TXN12918,QR Code,POS/QR,PhonePe,7556707091,True,user2918@sbi,user2918@sbi,1,Dynamic,REFEV2UM6RR,True,0.066
TXN12919,Phone Number,Mobile-Peer,PhonePe,7617084609,True,user2919@paytm,user2919@hdfc,0,Static,REFGO12WDIG,True,0.04
TXN12920,QR Code,POS/QR,Google Pay,8567580948,True,user2920@paytm,user2920@upi,1,Static,REFMEZH6E33,True,0.077
TXN12921,UPI ID,VPA-Intent,Google Pay,9013395907,True,user2921@icici,user2921@sbi,0,Dynamic,REFFO0BBEKQ,True,0.045
TXN12922,Phone Number,Mobile-Peer,PhonePe,7541183241,True,user2922@okaxis,user2922@upi,0,Static,REF9LDSHVSC,True,0.003
TXN12923,Phone Number,Mobile-Peer,BHIM,9246406349,True,user2923@paytm,user2923@upi,0,Static,REFSU0G188K,True,0.062
TXN12924,UPI ID,VPA-Intent,Paytm,7904190251,True,user2924@paytm,user2924@okaxis,0,Static,REF11XCNF0P,True,0.054
TXN12925,Phone Number,Mobile-Peer,Google Pay,9902441361,False,user2925@okaxis,user2925@okaxis,0,Static,REFL3ELFQDO,True,0.051
TXN12926,Phone Number,Mobile-Peer,Google Pay,8726877207,True,user2926@axis,user2926@hdfc,0,Static,REF475TTVHR,True,0.07
TXN12927,Phone Number,Mobile-Peer,Google Pay,7832483561,True,user2927@paytm,user2927@hdfc,0,Dynamic,REFND04SAT5,True,0.017
TXN12928,QR Code,POS/QR,Google Pay,9617338719,False,user2928@axis,user2928@okaxis,1,Static,REFO29BT7NH,True,0.09
TXN12929,QR Code,POS/QR,Paytm,9838783326,True,user2929@paytm,user2929@upi,1,Static,REFSIN0IOAH,True,0.094
TXN12930,UPI ID,VPA-Intent,PhonePe,7763773060,True,user2930@paytm,user2930@paytm,0,Dynamic,REFUAD5AWYN,True,0.017
TXN12931,QR Code,POS/QR,Google Pay,7361792860,True,user2931@upi,user2931@paytm,1,Static,REFIY1K09TP,True,0.035
TXN12932,UPI ID,VPA-Intent,PhonePe,7477327528,True,user2932@hdfc,user2932@icici,0,Static,REFX8S6HPIH,True,0.043
TXN12933,QR Code,POS/QR,Google Pay,7820950974,True,user2933@sbi,user2933@hdfc,1,Dynamic,REFN8CJ8C4F,True,0.034
TXN12934,Phone Number,Mobile-Peer,Google Pay,7905809870,True,user2934@hdfc,user2934@axis,0,Dynamic,REF1RDCDS9Y,True,0.079
TXN12935,QR Code,POS/QR,PhonePe,7791915883,True,user2935@paytm,user2935@sbi,1,Static,REFXL48762F,True,0.029
TXN12936,QR Code,POS/QR,PhonePe,8524546775,False,user2936@axis,user2936@okaxis,1,Dynamic,REFFXUZPPLD,True,0.003
TXN12937,QR Code,POS/QR,PhonePe,9108219143,True,user2937@icici,user2937@icici,1,Static,REFGKYOBGTN,True,0.082
TXN12938,Phone Number,Mobile-Peer,PhonePe,7802089671,True,user2938@sbi,user2938@icici,0,Dynamic,REFI7XP8Y9A,True,0.003
TXN12939,Phone Number,Mobile-Peer,Google Pay,7191609126,True,user2939@okaxis,user2939@okaxis,0,Dynamic,REF4HITUC30,True,0.078
TXN12940,Phone Number,Mobile-Peer,BHIM,7975395322,False,user2940@paytm,user2940@paytm,0,Static,REF005VZJID,True,0.048
TXN12941,Phone Number,Mobile-Peer,PhonePe,8086582713,True,user2941@icici,user2941@paytm,0,Static,REFCKJ18W42,True,0.035
TXN12942,QR Code,POS/QR,PhonePe,7367695194,True,user2942@hdfc,user2942@okaxis,1,Static,REF0MFMOP9A,True,0.073
TXN12943,Phone Number,Mobile-Peer,Google Pay,7199964819,True,user2943@paytm,user2943@sbi,0,Dynamic,REFMXLAYHY0,True,0.057
TXN12944,QR Code,POS/QR,PhonePe,9597781465,True,user2944@axis,user2944@axis,1,Dynamic,REF4RI68ET9,True,0.039
TXN12945,Phone Number,Mobile-Peer,PhonePe,7973750700,True,user2945@hdfc,user2945@axis,0,Static,REFMUXKIRVO,True,0.017
TXN12946,Phone Number,Mobile-Peer,Google Pay,8828197599,True,user2946@upi,user2946@hdfc,0,Dynamic,REFHN0FKEDD,True,0.068
TXN12947,QR Code,POS/QR,Paytm,9304658863,False,user2947@hdfc,user2947@sbi,1,Dynamic,REFE29VZZRA,True,0.092
TXN12948,Phone Number,Mobile-Peer,Paytm,7312487097,True,user2948@sbi,user2948@upi,0,Dynamic,REF36E5LMX8,True,0.08
TXN12949,UPI ID,VPA-Intent,PhonePe,7206881479,True,user2949@hdfc,user2949@sbi,0,Dynamic,REFQTAUAZDJ,True,0.022
TXN12950,Phone Number,Mobile-Peer,PhonePe,7431264738,True,user2950@axis,user2950@icici,0,Static,REFEHYUZCA5,True,0.046
TXN12951,Phone Number,Mobile-Peer,Google Pay,7688081261,True,user2951@icici,user2951@axis,0,Static,REFFB13YN0E,True,0.078
TXN12952,UPI ID,VPA-Intent,PhonePe,7079007748,True,user2952@sbi,user2952@upi,0,Dynamic,REFZRU0CVYR,True,0.025
TXN12953,QR Code,POS/QR,Paytm,8101751676,True,user2953@hdfc,user2953@axis,1,Dynamic,REFTRL1BYHV,True,0.079
TXN12954,Phone Number,Mobile-Peer,Google Pay,7834269035,True,user2954@paytm,user2954@icici,0,Static,REFPXBNEXA0,True,0.075
TXN12955,Phone Number,Mobile-Peer,PhonePe,7110141520,False,user2955@sbi,user2955@hdfc,0,Static,REF0ZXI96P5,True,0.015
TXN12956,QR Code,POS/QR,PhonePe,9882926571,True,user2956@sbi,user2956@paytm,1,Dynamic,REFL8KRSBWK,True,0.072
TXN12957,UPI ID,VPA-Intent,BHIM,8213044048,True,user2957@hdfc,user2957@sbi,0,Dynamic,REF3OTH93NR,True,0.042
TXN12958,UPI ID,VPA-Intent,Google Pay,7746961059,True,user2958@paytm,user2958@icici,0,Static,REF1DL9HERR,True,0.023
TXN12959,Phone Number,Mobile-Peer,Paytm,7123767727,True,user2959@sbi,user2959@okaxis,0,Static,REFR8UCDXMS,True,0.078
TXN12960,UPI ID,VPA-Intent,Google Pay,7057865520,True,user2960@upi,user2960@okaxis,0,Dynamic,REFQ6ZF1512,True,0.052
TXN12961,Phone Number,Mobile-Peer,Google Pay,8483746906,True,user2961@hdfc,user2961@okaxis,0,Dynamic,REFR0HZUCO0,True,0.08
TXN12962,Phone Number,Mobile-Peer,PhonePe,8764059044,True,user2962@hdfc,user2962@icici,0,Dynamic,REFD6DZBEJT,True,0.044
TXN12963,UPI ID,VPA-Intent,Paytm,9833692152,False,user2963@okaxis,user2963@okaxis,0,Dynamic,REF2WB8ZLG3,True,0.013
TXN12964,Phone Number,Mobile-Peer,Paytm,8064416220,True,user2964@icici,user2964@okaxis,0,Static,REF2DK97IMC,True,0.022
TXN12965,Phone Number,Mobile-Peer,PhonePe,9468438954,True,user2965@axis,user2965@upi,0,Dynamic,REFTITY3VMI,True,0.063
TXN12966,Phone Number,Mobile-Peer,PhonePe,8716048057,True,user2966@okaxis,user2966@sbi,0,Dynamic,REF12Y9XQ15,True,0.029
TXN12967,Phone Number,Mobile-Peer,Google Pay,9588445481,True,user2967@sbi,user2967@upi,0,Static,REFPOXAAKGU,True,0.017
TXN12968,QR Code,POS/QR,Google Pay,9461570982,True,user2968@upi,user2968@okaxis,1,Dynamic,REFL8ZI32Z1,True,0.092
TXN12969,QR Code,POS/QR,Google Pay,8290892903,True,user2969@upi,user2969@axis,1,Dynamic,REF2I7KU1TJ,True,0.034
TXN12970,Phone Number,Mobile-Peer,Google Pay,9881355810,True,user2970@paytm,user2970@paytm,0,Dynamic,REFD43OK507,True,0.007
TXN12971,QR Code,POS/QR,Paytm,7390988032,True,user2971@hdfc,user2971@sbi,1,Static,REF484X6JLB,True,0.057
TXN12972,UPI ID,VPA-Intent,Google Pay,7542864449,True,user2972@okaxis,user2972@icici,0,Static,REFTWYGJWX6,True,0.033
TXN12973,UPI ID,VPA-Intent,Google Pay,8766142585,True,user2973@paytm,user2973@axis,0,Static,REF9VPVXIQA,True,0.025
TXN12974,Phone Number,Mobile-Peer,PhonePe,8934709751,True,user2974@hdfc,user2974@hdfc,0,Static,REFZXPKPRET,True,0.036
TXN12975,UPI ID,VPA-Intent,PhonePe,9417942450,True,user2975@sbi,user2975@icici,0,Static,REFZYIWMRHM,True,0.013
TXN12976,QR Code,POS/QR,Google Pay,7203019522,True,user2976@icici,user2976@upi,1,Static,REFJYAFDFF2,True,0.03
TXN12977,Phone Number,Mobile-Peer,Paytm,7502471527,False,user2977@okaxis,user2977@sbi,0,Static,REF0V0Q3L1F,True,0.039
TXN12978,Phone Number,Mobile-Peer,Paytm,8366870989,True,user2978@icici,user2978@okaxis,0,Dynamic,REFIGON7BO8,True,0.078
TXN12979,Phone Number,Mobile-Peer,Paytm,9450839472,True,user2979@paytm,user2979@upi,0,Static,REFFU2XOSN4,True,0.078
TXN12980,QR Code,POS/QR,Google Pay,9769536892,True,user2980@upi,user2980@icici,1,Static,REF3I2C6G32,True,0.009
TXN12981,Phone Number,Mobile-Peer,PhonePe,9289878326,True,user2981@axis,user2981@axis,0,Static,REFKAET6R5V,True,0.073
TXN12982,QR Code,POS/QR,Google Pay,7703675881,True,user2982@okaxis,user2982@upi,1,Static,REFLHM6RN53,True,0.044
TXN12983,Phone Number,Mobile-Peer,PhonePe,9528590765,True,user2983@okaxis,user2983@sbi,0,Dynamic,REFT65UVM2U,True,0.037
TXN12984,UPI ID,VPA-Intent,Google Pay,7559009539,True,user2984@upi,user2984@upi,0,Static,REFOZQH766R,True,0.022
TXN12985,Phone Number,Mobile-Peer,PhonePe,7849704703,False,user2985@icici,user2985@icici,0,Static,REFYT24NF5N,True,0.07
TXN12986,UPI ID,VPA-Intent,PhonePe,7405294191,True,user2986@axis,user2986@axis,0,Static,REFLMSW7P6K,True,0.027
TXN12987,UPI ID,VPA-Intent,Google Pay,8589297082,True,user2987@sbi,user2987@okaxis,0,Static,REF1YNBMXBX,True,0.0
TXN12988,Phone Number,Mobile-Peer,PhonePe,7068086366,True,user2988@hdfc,user2988@icici,0,Static,REFS4BLW7DN,True,0.075
TXN12989,QR Code,POS/QR,Google Pay,9131307169,True,user2989@sbi,user2989@axis,1,Static,REFCVGWMXXB,True,0.097
TXN12990,Phone Number,Mobile-Peer,Google Pay,8215605698,True,user2990@upi,user2990@hdfc,0,Static,REFO2RM1JSA,True,0.035
TXN12991,UPI ID,VPA-Intent,Paytm,8352690901,True,user2991@icici,user2991@icici,0,Static,REFPVUGBLJV,True,0.026
TXN12992,QR Code,POS/QR,PhonePe,8897548411,True,user2992@hdfc,user2992@sbi,1,Dynamic,REFJOTHU7N8,True,0.002
TXN12993,Phone Number,Mobile-Peer,PhonePe,7947563387,True,user2993@hdfc,user2993@okaxis,0,Static,REFKFWXDWC2,True,0.016
TXN12994,Phone Number,Mobile-Peer,Paytm,7332356991,True,user2994@paytm,user2994@hdfc,0,Static,REFZLMMDZJ6,True,0.01
TXN12995,Phone Number,Mobile-Peer,PhonePe,7071072645,True,user2995@icici,user2995@sbi,0,Static,REFNHJA2U73,True,0.064
TXN12996,UPI ID,VPA-Intent,Paytm,8292122106,True,user2996@axis,user2996@icici,0,Static,REFSAPUP87P,True,0.031
TXN12997,QR Code,POS/QR,PhonePe,7437962704,True,user2997@sbi,user2997@hdfc,1,Static,REF5H9AW2A8,True,0.029
TXN12998,UPI ID,VPA-Intent,Google Pay,8487827873,True,user2998@sbi,user2998@okaxis,0,Static,REFQB1L3OR2,True,0.055
TXN12999,Phone Number,Mobile-Peer,PhonePe,8865823630,True,user2999@sbi,user2999@paytm,0,Static,REFL8NK7GSD,True,0.052
TXN13000,Phone Number,Mobile-Peer,Google Pay,8277789283,True,user3000@hdfc,user3000@okaxis,0,Static,REFNTB2WMQW,True,0.075
TXN13001,UPI ID,VPA-Intent,Paytm,7812985623,True,user3001@upi,user3001@axis,0,Static,REFI3QGY0KL,True,0.015
TXN13002,Phone Number,Mobile-Peer,Google Pay,9165695022,True,user3002@upi,user3002@axis,0,Static,REFOH0COETL,True,0.069
TXN13003,UPI ID,VPA-Intent,Google Pay,8796991791,True,user3003@icici,user3003@sbi,0,Dynamic,REF5BM0M726,True,0.051
TXN13004,Phone Number,Mobile-Peer,PhonePe,8469487112,True,user3004@paytm,user3004@sbi,0,Static,REFEGLF9FD2,True,0.072
TXN13005,Phone Number,Mobile-Peer,BHIM,8673862774,True,user3005@hdfc,user3005@hdfc,0,Static,REF2X9CW4VV,True,0.065
TXN13006,QR Code,POS/QR,Google Pay,9576593962,True,user3006@sbi,user3006@axis,1,Dynamic,REFHHGRPR3Q,True,0.081
TXN13007,UPI ID,VPA-Intent,PhonePe,9835924916,True,user3007@sbi,user3007@sbi,0,Static,REFT8D4WK7T,True,0.051
TXN13008,UPI ID,VPA-Intent,PhonePe,7161266818,True,user3008@sbi,user3008@sbi,0,Static,REFI8NCXQXP,True,0.054
TXN13009,Phone Number,Mobile-Peer,PhonePe,9392457649,True,user3009@okaxis,user3009@sbi,0,Static,REF1KZKK1IX,True,0.034
TXN13010,Phone Number,Mobile-Peer,PhonePe,9292067938,True,user3010@icici,user3010@axis,0,Static,REFFL95WSMD,True,0.018
TXN13011,QR Code,POS/QR,BHIM,8735940539,True,user3011@icici,user3011@icici,1,Static,REFP6UM416L,True,0.007
TXN13012,QR Code,POS/QR,PhonePe,7655510611,True,user3012@upi,user3012@paytm,1,Dynamic,REFHDWC9QJS,True,0.028
TXN13013,QR Code,POS/QR,PhonePe,8389449413,True,user3013@sbi,user3013@upi,1,Static,REFT6TBDL69,True,0.086
TXN13014,Phone Number,Mobile-Peer,Google Pay,7024937261,True,user3014@hdfc,user3014@sbi,0,Static,REFBS28M3VJ,True,0.08
TXN13015,UPI ID,VPA-Intent,Google Pay,9882275326,True,user3015@upi,user3015@upi,0,Static,REFWDZUVAQV,True,0.025
TXN13016,QR Code,POS/QR,PhonePe,7261205690,True,user3016@okaxis,user3016@sbi,1,Static,REF011RLFPR,True,0.047
TXN13017,UPI ID,VPA-Intent,PhonePe,7764767224,True,user3017@hdfc,user3017@upi,0,Static,REFS0EE4IXW,True,0.024
TXN13018,QR Code,POS/QR,PhonePe,8484663084,True,user3018@sbi,user3018@axis,1,Static,REFMN7DS6P9,True,0.055
TXN13019,Phone Number,Mobile-Peer,Google Pay,7301321423,True,user3019@axis,user3019@okaxis,0,Static,REF7SK5I8RS,True,0.038
TXN13020,UPI ID,VPA-Intent,PhonePe,9453750219,True,user3020@icici,user3020@paytm,0,Static,REF73NVO3KU,True,0.041
TXN13021,QR Code,POS/QR,BHIM,9324413322,True,user3021@sbi,user3021@okaxis,1,Dynamic,REFNQROIGAI,True,0.027
TXN13022,UPI ID,VPA-Intent,Google Pay,8577833793,True,user3022@paytm,user3022@upi,0,Static,REFTKT14I15,True,0.024
TXN13023,UPI ID,VPA-Intent,Google Pay,8086382988,True,user3023@upi,user3023@sbi,0,Static,REFHP4VTRWW,True,0.024
TXN13024,QR Code,POS/QR,BHIM,8249672111,True,user3024@sbi,user3024@upi,1,Static,REFQ2OI6HR9,True,0.032
TXN13025,QR Code,POS/QR,Google Pay,9208154269,True,user3025@icici,user3025@upi,1,Static,REFE2CO0023,True,0.08
TXN13026,Phone Number,Mobile-Peer,Google Pay,8001968468,True,user3026@hdfc,user3026@okaxis,0,Static,REF5G26XY23,True,0.043
TXN13027,Phone Number,Mobile-Peer,PhonePe,8375616814,False,user3027@sbi,user3027@okaxis,0,Dynamic,REFYFPC4ZH9,True,0.045
TXN13028,Phone Number,Mobile-Peer,Paytm,7375474014,False,user3028@hdfc,user3028@upi,0,Static,REFUMF1TPNW,True,0.019
TXN13029,Phone Number,Mobile-Peer,PhonePe,9525432635,True,user3029@paytm,user3029@axis,0,Static,REFDUQUB825,True,0.034
TXN13030,Phone Number,Mobile-Peer,Google Pay,9926369036,True,user3030@hdfc,user3030@icici,0,Dynamic,REF2MU7X09K,True,0.028
TXN13031,Phone Number,Mobile-Peer,Google Pay,7077630327,False,user3031@icici,user3031@paytm,0,Static,REFWBOQMBUV,True,0.073
TXN13032,Phone Number,Mobile-Peer,Google Pay,9843832750,True,user3032@paytm,user3032@icici,0,Dynamic,REF3XXKRZ1H,True,0.003
TXN13033,Phone Number,Mobile-Peer,Paytm,7708604429,False,user3033@okaxis,user3033@upi,0,Static,REFD2561J5Y,True,0.014
TXN13034,Phone Number,Mobile-Peer,Google Pay,8603461173,True,user3034@hdfc,user3034@paytm,0,Static,REF9G3UKR5U,True,0.053
TXN13035,Phone Number,Mobile-Peer,PhonePe,7635563155,False,user3035@hdfc,user3035@paytm,0,Dynamic,REFVK10NDMX,True,0.048
TXN13036,QR Code,POS/QR,Google Pay,7930418610,True,user3036@okaxis,user3036@hdfc,1,Dynamic,REFNWVMIOJB,True,0.071
TXN13037,QR Code,POS/QR,BHIM,8672809504,False,user3037@paytm,user3037@sbi,1,Static,REFU72JOFUL,True,0.005
TXN13038,Phone Number,Mobile-Peer,Google Pay,7371129063,True,user3038@sbi,user3038@sbi,0,Static,REFLW2NFMS6,True,0.071
TXN13039,QR Code,POS/QR,PhonePe,9479143942,True,user3039@axis,user3039@axis,1,Static,REFYG3IJ89W,True,0.093
TXN13040,UPI ID,VPA-Intent,BHIM,8775138244,True,user3040@paytm,user3040@hdfc,0,Static,REF317IXKH8,True,0.047
TXN13041,Phone Number,Mobile-Peer,PhonePe,8293454626,True,user3041@axis,user3041@upi,0,Dynamic,REFRV26WHIB,True,0.014
TXN13042,QR Code,POS/QR,BHIM,7657540172,True,user3042@sbi,user3042@hdfc,1,Static,REFGUS8QFWK,True,0.079
TXN13043,UPI ID,VPA-Intent,PhonePe,9944030205,True,user3043@okaxis,user3043@paytm,0,Static,REFWGOLKAJ0,True,0.019
TXN13044,UPI ID,VPA-Intent,BHIM,8942141067,True,user3044@axis,user3044@axis,0,Dynamic,REF02IVG1OZ,True,0.009
TXN13045,Phone Number,Mobile-Peer,PhonePe,7943320310,True,user3045@axis,user3045@axis,0,Dynamic,REF2D2RCVH3,True,0.006
TXN13046,QR Code,POS/QR,Paytm,9652321132,True,user3046@axis,user3046@upi,1,Static,REFSQ4UAUIB,True,0.005
TXN13047,Phone Number,Mobile-Peer,Paytm,9042441491,False,user3047@sbi,user3047@sbi,0,Dynamic,REF1DH52P0K,True,0.067
TXN13048,QR Code,POS/QR,Google Pay,8179233939,True,user3048@paytm,user3048@icici,1,Static,REFJORAD6IV,True,0.084
TXN13049,UPI ID,VPA-Intent,Paytm,7253581619,True,user3049@upi,user3049@sbi,0,Dynamic,REFHPOGU2DA,True,0.002
TXN13050,QR Code,POS/QR,Google Pay,9036584107,True,user3050@okaxis,user3050@okaxis,1,Static,REFVEOS07VH,True,0.072
TXN13051,UPI ID,VPA-Intent,PhonePe,8289116261,True,user3051@sbi,user3051@sbi,0,Dynamic,REFRKAC64D7,True,0.015
TXN13052,Phone Number,Mobile-Peer,PhonePe,9713223316,True,user3052@paytm,user3052@okaxis,0,Static,REFDYW4WS4L,True,0.018
TXN13053,UPI ID,VPA-Intent,Google Pay,7885116327,True,user3053@upi,user3053@upi,0,Static,REFUSREJNVC,True,0.034
TXN13054,QR Code,POS/QR,Google Pay,9549276516,True,user3054@paytm,user3054@okaxis,1,Static,REFUJKXC03Q,True,0.046
TXN13055,Phone Number,Mobile-Peer,PhonePe,9350086974,True,user3055@upi,user3055@sbi,0,Dynamic,REFGFQHLO97,True,0.015
TXN13056,QR Code,POS/QR,PhonePe,8625653203,True,user3056@upi,user3056@paytm,1,Dynamic,REFFNT2QFDH,True,0.001
TXN13057,Phone Number,Mobile-Peer,Google Pay,7435409743,True,user3057@okaxis,user3057@axis,0,Static,REFAH58IM1N,True,0.026
TXN13058,Phone Number,Mobile-Peer,Paytm,8417880071,True,user3058@okaxis,user3058@paytm,0,Static,REFV268G4P4,True,0.032
TXN13059,UPI ID,VPA-Intent,Paytm,7921071491,True,user3059@okaxis,user3059@hdfc,0,Static,REFGCKH1P70,True,0.029
TXN13060,Phone Number,Mobile-Peer,PhonePe,7823860420,True,user3060@hdfc,user3060@sbi,0,Static,REFLAD64D5T,True,0.033
TXN13061,QR Code,POS/QR,BHIM,9900695473,True,user3061@hdfc,user3061@axis,1,Static,REF0JY5OI31,True,0.038
TXN13062,Phone Number,Mobile-Peer,BHIM,7406164818,False,user3062@okaxis,user3062@paytm,0,Static,REF6P9BWDAI,True,0.077
TXN13063,Phone Number,Mobile-Peer,PhonePe,7987431577,True,user3063@okaxis,user3063@okaxis,0,Static,REFH9EOGLUD,True,0.074
TXN13064,UPI ID,VPA-Intent,Google Pay,7238521329,True,user3064@icici,user3064@okaxis,0,Static,REF9TZ2PNKJ,True,0.023
TXN13065,Phone Number,Mobile-Peer,Google Pay,9066994759,True,user3065@axis,user3065@okaxis,0,Dynamic,REFOF8JZF55,True,0.075
TXN13066,QR Code,POS/QR,Google Pay,9777573059,False,user3066@upi,user3066@okaxis,1,Static,REFLYE5IMWS,True,0.009
TXN13067,QR Code,POS/QR,Google Pay,8210477167,True,user3067@paytm,user3067@okaxis,1,Static,REF5NDYA6MA,True,0.001
TXN13068,QR Code,POS/QR,Google Pay,9633248272,True,user3068@sbi,user3068@sbi,1,Static,REF5T1DTM9X,True,0.033
TXN13069,UPI ID,VPA-Intent,PhonePe,9058683082,True,user3069@paytm,user3069@hdfc,0,Static,REF4499DF0E,True,0.011
TXN13070,QR Code,POS/QR,PhonePe,8015550155,True,user3070@sbi,user3070@upi,1,Static,REFBIMCDVHY,True,0.07
TXN13071,Phone Number,Mobile-Peer,PhonePe,9853193486,False,user3071@sbi,user3071@paytm,0,Static,REFAIQ4KRFD,True,0.05
TXN13072,UPI ID,VPA-Intent,Paytm,7476963417,True,user3072@sbi,user3072@sbi,0,Static,REF6OF9A0HP,True,0.058
TXN13073,Phone Number,Mobile-Peer,PhonePe,9191587920,True,user3073@upi,user3073@sbi,0,Static,REFMJ6W4QPU,True,0.06
TXN13074,QR Code,POS/QR,Paytm,9868726419,True,user3074@axis,user3074@okaxis,1,Static,REFXHHM8PBH,True,0.039
TXN13075,UPI ID,VPA-Intent,Google Pay,7419743627,True,user3075@paytm,user3075@sbi,0,Static,REFQ5S399SV,True,0.016
TXN13076,QR Code,POS/QR,Google Pay,9213714591,True,user3076@sbi,user3076@hdfc,1,Static,REFUDDUUIWB,True,0.005
TXN13077,UPI ID,VPA-Intent,Paytm,7322798594,True,user3077@okaxis,user3077@sbi,0,Static,REFWY005G6O,True,0.016
TXN13078,QR Code,POS/QR,PhonePe,9661215691,True,user3078@axis,user3078@paytm,1,Static,REFBR688FD0,True,0.018
TXN13079,UPI ID,VPA-Intent,PhonePe,9851197664,True,user3079@upi,user3079@hdfc,0,Static,REFES08G9KK,True,0.05
TXN13080,UPI ID,VPA-Intent,BHIM,7671196140,False,user3080@hdfc,user3080@sbi,0,Static,REFUII6M332,True,0.02
TXN13081,Phone Number,Mobile-Peer,Google Pay,7045681574,False,user3081@upi,user3081@upi,0,Dynamic,REFX27EKWT2,True,0.055
